Id	Name	2016	|2016|	2017	|2017|	2018	|2018|	2019	|2019|	2020	|2020|	Q1	PI	D1	V2	|V2|
395	Избирательная комиссия Белгородской области	765294.0	12	777472.0	12	1205292	11	862753.5	12	1411558.5	12	3,26	16	84	4,33	44
396	Избирательная комиссия Брянской области	469625	51	462966	49	530327.5	50	639807	49	847804	49	1,96	16	80	3,0	187
398	Избирательная комиссия Волгоградской области	1082479	57	1000254.0	64	1271959	59	1337680	61	1198978.0	62	2,77	16	10	0,5	222
399	Избирательная комиссия Вологодской области	640393.5	72	560316	79	713318	77	1041410	103	783406.5	48	1,81	16	22	3,17	260
400	Избирательная комиссия Воронежской области	1135826	45	968321	47	1328732.0	46	1009684	43	1365628	43	3,15	16	20	1,67	153
401	Избирательная комиссия Ивановской области	1377950.5	6	-1	0	-1	0	790922	7	1070399.5	8	2,47	16	-22	17,0	7
402	Избирательная комиссия Иркутской области	1627296	23	1439766.5	20	1900077.5	22	-1	0	-1	0	4,76	7	16	2,25	41
403	Избирательная комиссия Калининградской области	1504138.5	8	1189204	7	1870691.0	8	1455819	7	2152400	7	4,97	16	43	4,67	27
404	Избирательная комиссия Калужской области	799770.0	74	687436.0	74	1151045.5	70	888544	75	1561418	73	3,61	16	95	4,5	273
406	Избирательная комиссия Кировской области	410732.0	62	399089.0	64	433386.5	64	407387	61	576817	61	1,33	16	40	0,79	238
407	Избирательная комиссия Костромской области	893457	7	-1	0	745855.5	40	620211	41	581297	137	1,34	16	-34	7,92	78
408	Избирательная комиссия Курганской области	716693	19	849609.5	14	664671	59	853396	11	1210962.5	14	2,8	16	68	2,67	39
409	Избирательная комиссия Курской области	637076	53	511057	63	737044	59	762866	61	927018	57	2,14	16	45	4,0	223
410	Избирательная комиссия Ленинградской области	-1	0	987955	59	1131993	55	1067302.5	56	1378404.0	52	3,18	13	39	2,75	151
411	Избирательная комиссия Липецкой области	-1	0	1122398	9	1474837.0	10	1445331.0	10	-1	0	3,41	10	28	3,38	24
412	Избирательная комиссия Магаданской области	2491228.5	6	1491246	7	2275271.0	8	1404244	9	3413511	11	7,89	16	37	6,08	24
414	Избирательная комиссия Мурманской области	1423272.5	40	1005417.0	46	1343150	45	1431934.5	44	1382374.5	46	3,19	16	-2	0,83	156
415	Избирательная комиссия Нижегородской области	1474613	9	1341036.5	10	1973167	9	1481721	9	1870027	7	4,32	16	26	7,25	27
416	Избирательная комиссия Новгородской области	830546.5	8	981144.5	8	1360389.5	8	1146289	11	1144501	11	2,64	16	37	3,0	33
417	Избирательная комиссия Новосибирской области	1041951.0	14	1131955	15	1724079	13	1344002	15	1963355	15	4,54	16	88	4,83	51
418	Избирательная комиссия Омской области	1196869	11	840983	11	1136874	11	951798	11	640778	355	1,48	16	-46	1,33	43
419	Избирательная комиссия Оренбургской области	-1	0	862752.0	10	1907876.0	10	1362897.0	8	1546724	9	3,57	13	79	8,5	25
420	Избирательная комиссия Орловской области	1181610	7	863150.5	12	1384933.0	12	989708.0	12	1027314.5	14	2,37	16	-13	6,75	40
421	Избирательная комиссия Пензенской области	900875	7	1653403.5	6	-1	0	-1	0	2422597.5	6	5,6	16	168	5,0	20
422	Избирательная комиссия Псковской области	814699.5	22	656790	19	1112803	25	779756.0	16	1314823.0	22	3,04	16	61	6,12	48
423	Избирательная комиссия Ростовской области	1123979	153	1000239	73	1149477	81	931926.5	84	1251801	81	2,89	16	11	3,33	273
424	Избирательная комиссия Рязанской области	1836633	7	778980.5	10	886218	9	808366.5	10	1607357	9	3,71	16	-12	3,0	31
425	Избирательная комиссия Самарской области	1478487	27	798986	27	2496586.5	24	1561815	23	1663850.0	24	3,84	16	12	-4,0	89
427	Избирательная комиссия Сахалинской области	2285476	9	2128782	9	2211569	7	2365163	7	2322372	9	5,36	16	1	1,58	24
428	Избирательная комиссия Свердловской области	1024568.0	86	1057333	85	1000719.0	94	-1	0	-1	0	2,51	7	-2	0,5	157
429	Избирательная комиссия Смоленской области	878326	11	875247	13	952503	13	-1	0	1026049	13	2,37	16	16	11,83	32
431	Избирательная комиссия Тверской области	835940	79	753357	105	939971.0	104	782978.5	102	825638	103	1,91	16	-1	1,25	360
432	Избирательная комиссия Томской области	-1	0	-1	0	-1	0	978022.5	10	1512126.0	8	3,49	2	54	0,83	20
433	Избирательная комиссия Тульской области	887932.0	62	641451	67	851937	63	833307	63	1007438.0	62	2,33	16	13	2,5	227
435	Избирательная комиссия Ульяновской области	1086219.0	42	514497	149	1215106	49	872921.5	44	953900.0	48	2,2	16	-12	-4,0	153
436	Избирательная комиссия Челябинской области	1471167	11	819621.5	14	1084806	17	1623473.0	14	2119789.5	12	4,9	16	44	5,58	34
437	Избирательная комиссия Ярославской области	1212144	123	1349161	139	1358792.5	32	880229.0	36	1197885	29	2,77	16	-1	3,0	179
438	Московская городская избирательная комиссия	5327841	7	4167208.0	8	3324413	7	2128169.0	56	3011317.5	46	6,96	16	-43	22,0	60
440	Избирательная комиссия Ненецкого автономного округа	2248398	9	1573425	11	3055468	9	1842063	11	1870066.0	8	4,32	16	-16	1,5	30
441	Избирательная комиссия Ханты-Мансийского автономного округа - Югры	2784438	31	2166564.0	28	3040766	27	2542404	29	3046403	25	7,04	16	9	-1,17	95
442	Избирательная комиссия Чукотского автономного округа	1861765.0	22	1493795.5	20	2314146.5	22	1744587.0	14	3530048	9	8,15	16	89	-2,17	49
443	Избирательная комиссия Ямало-Ненецкого автономного округа	4164649	29	4700062.5	32	4850301.5	14	4164848	23	3969210.0	16	9,17	16	-4	5,38	64
446	Федеральная антимонопольная служба	1264012.5	452	1325797	461	1396809.0	466	1559846	467	1651631	433	3,82	16	30	2,08	1534
447	Управление ФАС Архангельская область	730334.5	10	673128.0	10	783367.5	8	-1	0	-1	0	1,96	7	7	0,71	24
448	Белгородская областная дума	865313.5	60	827597	55	1121013.0	58	1892693	27	1359392.0	46	3,14	16	57	1,67	131
450	Министерство обороны	1202113.5	31408	1298070	27559	1366678	5725	1394932	19659	1416415.0	26156	3,27	16	17	1,0	33553
453	Правительство РФ	5782254	41	5595310	43	4111639	61	4688988.0	32	4940815	9	11,41	16	-14	0,83	58
456	Администрация Президента РФ	5341336.5	30	5635331.5	28	5467702.5	20	6190768	13	6112413.0	6	14,12	16	14	1,12	50
461	Федеральная служба судебных приставов	1371925	75	1682365	67	2419267	59	2448292	59	3175389	59	7,34	16	131	7,0	179
465	Министерство энергетики	1690220	173	1888211.5	186	1910447	195	2158171.0	170	1955820	137	4,52	16	15	2,17	529
470	Федеральная налоговая служба	3075031	79	3338747.5	94	3460810	169	3586353	183	3816378	91	8,82	16	24	3,0	284
471	Федеральная служба по гидрометеорологии и мониторингу окружающей среды	1432732	331	1405012	147	1503133.5	148	1598431.5	172	1922095.0	258	4,44	16	34	1,67	455
472	Федеральная служба государственной статистики	1344340.0	388	1408048.0	412	1529546	365	1612263	361	2226274.5	136	5,14	16	65	1,75	1029
473	Федеральная служба по экологическому, технологическому и атомному надзору	2215302.0	118	2274861	89	2529247.5	84	2149322.5	112	2291943.0	80	5,29	16	3	1,0	270
474	Федеральная служба в сфере защиты прав потребителей и благополучия человека	1464774.0	800	1460337	815	1605793.5	768	1775458.0	750	2516345.5	654	5,81	16	71	2,33	2693
477	Федеральная служба по надзору в сфере транспорта	955565.5	314	997541.0	260	1063971.0	274	1153937.0	288	1729521.5	48	4,0	16	80	2,33	640
478	Федеральная служба государственной регистрации, кадастра и картографии	1457012	469	1589763	465	1713531	467	1848568.0	430	1973086.0	662	4,56	16	35	3,25	1332
479	Федеральное Казначейство	2139210	161	3049499.0	128	3233864.5	122	3619759	109	3669700.0	100	8,48	16	71	1,0	314
481	Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций	1238170.5	212	1162692.5	184	1231551	205	1452241.5	178	1458111	179	3,37	16	17	1,33	625
482	Федеральная служба исполнения наказаний	919125	1349	937535.5	1296	939957.5	1186	1001820	1189	1075743	1123	2,49	16	17	1,33	4012
483	Федеральная служба по ветеринарному и фитосанитарному надзору	1227774.0	264	1536467.5	402	1528040.5	324	1454361.0	194	1536651	183	3,55	16	25	1,83	763
486	Федеральное агентство по делам СНГ, соотечественников, проживающих за рубежом, и по международному гуманитарному сотр...	-1	0	1083571	43	1323893.0	60	1554155	43	1563565	55	3,61	13	44	2,0	75
487	Федеральная служба по военно-техническому сотрудничеству	1605399.5	48	1595810.5	48	1758962.5	50	1586556.0	52	-1	0	3,74	14	-1	1,5	122
489	Федеральная служба по техническому и экспортному контролю	1609854.5	100	1655238.0	102	1631887	93	1713272.0	104	1461213.0	100	3,38	16	-9	1,5	299
492	Государственная фельдъегерская служба	1175726	309	1217031.0	550	1265326	269	1301936.0	260	916460.5	3458	2,12	16	-22	0,17	1005
494	Федеральная служба охраны	-1	0	4109727.5	12	3057175.0	14	3851886	13	2310717.5	10	5,34	13	-43	3,12	30
495	Федеральная служба по надзору в сфере здравоохранения	1588344.5	98	1569546.0	100	1594731	93	1935266	79	1940005.0	88	4,48	16	22	2,0	293
496	Федеральная служба по труду и занятости	1078232	199	1092685.0	186	1112268	205	1246815	195	1404396	175	3,24	16	30	1,67	654
497	Федеральное медико-биологическое агентство	1387247.0	332	1418175	343	1539438	333	1610860.0	326	1849107.5	306	4,27	16	33	1,5	1112
498	Федеральное архивное агентство	1714740.0	40	1566290.0	34	1657178.5	32	1800019.0	34	2191460	31	5,06	16	27	0,5	109
499	Федеральная служба по интеллектуальной собственности	1829136.5	36	1983428.0	30	1862499.0	42	2844486.0	82	2147573	11	4,96	16	17	2,08	64
500	Федеральная служба по надзору в сфере образования и науки	1602679	31	1279109.0	70	-1	0	1066077.0	64	-1	0	2,51	14	-33	3,67	26
501	Федеральная служба по надзору в сфере природопользования	763631	459	939178	447	920263.0	646	1092028	493	1403759	477	3,24	16	83	3,17	1159
502	Федеральное агентство водных ресурсов	786528	203	822180	199	920783.0	172	1246227	45	1057432	127	2,44	16	34	1,5	383
503	Федеральное агентство по недропользованию	1634533.5	52	1337694.5	108	749534.0	278	528403	69	656789	123	1,52	16	-59	0,0	189
504	Федеральное агентство по техническому регулированию и метрологии	1995449	131	1927572	137	2225157.5	116	2371005.0	100	2105446	101	4,86	16	5	1,42	348
505	Федеральное агентство по печати и массовым коммуникациям	1430156	19	1377450.5	12	1541678.0	16	1748553	19	1654755.0	6	3,82	16	15	1,5	39
